trigram	frequency
not understood by	2
but to thee	2
and among them	2
back to the	2
hath no evening	2
against the flesh	2
not only with	2
whose sake he	2
ye shall find	2
enter into it	2
when she discovers	2
as he read	2
and the very	2
all sorts of	2
wherewith i was	2
of sin is	2
i pass by	2
me with grievous	2
of thy wisdom	2
thou sawest them	2
that so they	2
see in a	2
be preferred to	2
i loved for	2
kinds of questions	2
was finished in	2
where no man	2
helper and my	2
i was sinking	2
whom thou madest	2
i perceived that	2
aloud to us	2
shall that be	2
sounds of the	2
i remember my	2
me in a	2
that present itself	2
for that being	2
the mind is	2
and not their	2
told me that	2
not as it	2
that to the	2
to pray to	2
and i imagined	2
was not the	2
a view to	2
thou wert with	2
together with a	2
bottom of my	2
men and maidens	2
reason but that	2
had done any	2
called the lust	2
in the eternal	2
in them that	2
and how was	2
and known creatures	2
who art truth	2
how far thou	2
do not the	2
yet is the	2
being ashamed of	2
as many as	2
would not so	2
felt that i	2
a glass darkly	2
sinned against thee	2
how he may	2
may be understood	2
when in thy	2
our hand that	2
with most bitter	2
that whatsoever is	2
it hath no	2
which is good	2
for even in	2
why am i	2
had brought up	2
let now the	2
to give birth	2
their foolish heart	2
the enemies of	2
of the field	2
ashamed of the	2
we say that	2
as a teacher	2
which of them	2
of the ears	2
thee to remembrance	2
power whereby i	2
remembering that i	2
day come wherein	2
was as yet	2
a darksome deep	2
have seen and	2
that it be	2
voices of thy	2
the noise of	2
that i then	2
the reading of	2
be continent unless	2
to teach rhetoric	2
do as he	2
i have much	2
to do what	2
of it in	2
thou art ever	2
which he made	2
him should be	2
i can recall	2
which if it	2
out of thyself	2
might be measured	2
remember myself to	2
that should be	2
so were we	2
work of thy	2
was no more	2
go after him	2
to the churches	2
thou gavest them	2
shine upon the	2
and confess to	2
by whom we	2
that sixteenth year	2
lord of heaven	2
had he not	2
for when a	2
the intelligible and	2
place in the	2
there is betwixt	2
though i was	2
and therefore did	2
even hadst thou	2
for thy sake	2
that this same	2
is thy god	2
clothed upon with	2
so good a	2
no time before	2
be against the	2
as he did	2
and this is	2
from our eyes	2
as yet a	2
year of my	2
to say that	2
this i learned	2
in thy eternal	2
is my desire	2
is it also	2
it i should	2
is the fruit	2
in both like	2
thereof to make	2
cry of the	2
on what they	2
read not there	2
whom they call	2
according to its	2
they be past	2
from me what	2
that the motion	2
he is meek	2
refused to fight	2
who sitteth at	2
it must be	2
wisdom which is	2
of thy substance	2
wert with me	2
books of manichaeus	2
thy image and	2
that my nineteenth	2
and to my	2
in order to	2
from my heart	2
but to those	2
of thy own	2
the streets of	2
the day of	2
which of the	2
to take heed	2
and i beheld	2
inasmuch as they	2
christ our lord	2
did not i	2
measure the motion	2
as though she	2
who canst not	2
but the heaven	2
of that life	2
that of his	2
nor can we	2
all these as	2
the darksome deep	2
but the proud	2
than the words	2
hast given unto	2
as the unchangeable	2
with a sweet	2
by which the	2
sounds are other	2
shall i speak	2
all thou hast	2
to return unto	2
could come from	2
they the images	2
and let thy	2
say to him	2
churches of the	2
which is signified	2
and they pass	2
the church catholic	2
those who had	2
when that is	2
the tears of	2
eternal in the	2
other reason but	2
this formless matter	2
notice of it	2
and the truth	2
if we eat	2
out of whose	2
and i learned	2
that said in	2
in her heart	2
in such a	2
save from thee	2
the valley of	2
so i was	2
out of some	2
that passeth away	2
or in that	2
in these words	2
which is said	2
much of it	2
is a great	2
for thou madest	2
as doth the	2
it hath not	2
what then if	2
to thee i	2
i shall find	2
the breath of	2
to suffer need	2
from the lust	2
meet that the	2
in thy praise	2
had stuck fast	2
and before all	2
and thought it	2
should i not	2
they cannot be	2
derived from the	2
thought of thee	2
show us good	2
should be conveyed	2
any succession of	2
i am poor	2
to which thou	2
unto these things	2
testimonies of the	2
the morning i	2
in the chamber	2
doth it not	2
and what the	2
of corporeal things	2
as much to	2
therefore love it	2
of worse to	2
thy house which	2
of thy flesh	2
so often as	2
my body to	2
which is borne	2
of whom he	2
and a short	2
of the verses	2
with the things	2
the hearing of	2
occasioned by the	2
and said to	2
to be avoided	2
of his discourse	2
was not at	2
are set over	2
which i desired	2
whereas thou alone	2
and tell me	2
way for the	2
like the great	2
and follow thee	2
is thy gift	2
being ignorant of	2
art the life	2
i remember myself	2
we should be	2
was one day	2
somewhat of my	2
the earth are	2
and we say	2
use of things	2
at rome he	2
not long after	2
with mine eyes	2
i was forced	2
he therefore that	2
not what other	2
and my redeemer	2
me not be	2
cup of cold	2
years which fail	2
i recognise it	2
thou mightest make	2
of the syllables	2
and i did	2
and passing away	2
the zeal of	2
converted unto him	2
i what to	2
not yet able	2
yet is this	2
soul and mind	2
themselves which are	2
even what is	2
for he might	2
flesh lusteth against	2
one for his	2
long for the	2
wallowed in the	2
was already a	2
by its own	2
given to each	2
not be defended	2
the other two	2
separated me from	2
and this same	2
came into my	2
god before he	2
because thou seest	2
to me that	2
thou heardest me	2
where i might	2
it in thy	2
not present to	2
i wondered that	2
flee from myself	2
these visible and	2
whatsoever state i	2
due to them	2
not in my	2
both to be	2
not in time	2
which thing i	2
i saw thy	2
the city walls	2
it shall be	2
i am more	2
was borne above	2
the fame of	2
may live unto	2
to us of	2
will pass then	2
madest the heaven	2
all his heart	2
out my soul	2
and all those	2
yet able to	2
which might be	2
believe thee to	2
and sounds of	2
joy i remember	2
in a figure	2
was not with	2
which when it	2
not him that	2
be coeternal with	2
and that all	2
are no longer	2
up and read	2
the lord thy	2
eyesight of my	2
for thou shalt	2
as thou givest	2
that she was	2
neither could that	2
and thou mayest	2
as if we	2
not in judgment	2
continent unless thou	2
the comforts of	2
equal to thee	2
but how is	2
whereby i might	2
the art of	2
weak things of	2
of all times	2
ye transformed by	2
that by which	2
in thy only	2
that the lord	2
one to another	2
such as thou	2
member of the	2
not be a	2
on the earth	2
remember it not	2
bulk of this	2
for neither in	2
which i wished	2
of a lust	2
seeing he is	2
i might afterwards	2
to the mind	2
joy in the	2
loved for the	2
which perplexed me	2
seems to me	2
us good things	2
out in the	2
the small interval	2
like me he	2
it be opened	2
did not see	2
but even by	2
is no more	2
did i so	2
or if not	2
ground under her	2
by the understanding	2
where they may	2
nor yet as	2
might be born	2
be mingled with	2
thing to be	2
transformed by the	2
and when in	2
beginning he made	2
of places and	2
my soul is	2
i call for	2
and we know	2
have not forgotten	2
which side is	2
the very light	2
and how shall	2
then we measure	2
a catholic christian	2
disclosed to me	2
is retained by	2
unto that which	2
the whole day	2
long time since	2
at all in	2
into my hands	2
but i would	2
that so by	2
was by the	2
lord thy god	2
to myself a	2
i do love	2
in many waters	2
to assent to	2
the ground under	2
done what i	2
this it is	2
thee is rest	2
mine own memory	2
of the one	2
thee thy gifts	2
of my senses	2
of thy water	2
of the image	2
such wise to	2
into this world	2
it profit me	2
not yet a	2
thy mercy endureth	2
scriptures of the	2
any desire of	2
i confess it	2
great or fair	2
return unto thee	2
of my friends	2
he saw that	2
it answered me	2
above all times	2
had at that	2
do with that	2
memory itself is	2
one thing is	2
the days of	2
lord god of	2
my heart then	2
and give thanks	2
and the power	2
not that light	2
let me know	2
by the voices	2
depth of the	2
see me and	2
of one so	2
they could by	2
to make any	2
see him as	2
to read and	2
what to answer	2
of a long	2
he came unto	2
be freed from	2
to such will	2
yet there is	2
in thy seeing	2
him as i	2
that of things	2
the work of	2
is made up	2
better and more	2
we ask or	2
but that was	2
but was not	2
among the weak	2
moved to do	2
it had no	2
to be ignorant	2
me in such	2
in thy house	2
i were to	2
proposed to me	2
among whom i	2
cold water to	2
recognise what i	2
the truth and	2
preferable to the	2
which we had	2
at this day	2
in thy discipline	2
my soul may	2
such as is	2
take pleasure in	2
yet know i	2
the lives of	2
place of the	2
say unto thee	2
to have them	2
that aught should	2
through which the	2
who for the	2
if there also	2
i lie not	2
because of these	2
as yet formless	2
the father of	2
will it be	2
doth it prejudice	2
to whom thou	2
the same substance	2
he might live	2
the measure of	2
that speaketh a	2
aught should be	2
then have i	2
they do it	2
a wise man	2
i wrote on	2
thing is eternal	2
for the salvation	2
whatsoever thou hast	2
light of truth	2
that there be	2
whom they style	2
containest all things	2
not derived from	2
dry land may	2
still i was	2
to have it	2
what had been	2
it then be	2
shall stand fast	2
had not seen	2
that very long	2
whereto i was	2
one who has	2
shall stand in	2
offer unto thee	2
didst thou speak	2
a boy i	2
since all things	2
life from corruption	2
my very inmost	2
creature more than	2
feet out of	2
unless the thing	2
persuade me to	2
away from him	2
whereby it was	2
eye of flesh	2
and cleaving to	2
of my youth	2
is it which	2
thing is made	2
and may be	2
with the eye	2
of a disciple	2
i had no	2
neither in thee	2
his mind on	2
this thy scripture	2
which god is	2
i should choose	2
i shall no	2
a broken and	2
whose gift she	2
things which please	2
that is to	2
may praise thee	2
clear and plain	2
sung with a	2
whatever i am	2
i am moved	2
bonds in sunder	2
the one and	2
in comparison of	2
sweetness of thy	2
is called memory	2
by its image	2
i thought not	2
the lord jesus	2
that in this	2
god knoweth no	2
had been lost	2
him let us	2
and that a	2
as in his	2
above this firmament	2
that dispenser of	2
and laid up	2
from them to	2
not whether out	2
thou shalt have	2
the more did	2
into a lie	2
which draws to	2
and returned to	2
would he have	2
i was constrained	2
and my glory	2
behind my back	2
wiser than the	2
not the life	2
life is but	2
how far from	2
man christ jesus	2
of which heaven	2
art not changed	2
expectation of the	2
passeth away in	2
and willeth unchangeably	2
in thee i	2
able to conceive	2
how knowest thou	2
be called by	2
hindrance to my	2
more or less	2
mercy endureth for	2
converted unto thee	2
the error of	2
a care of	2
bitterness of my	2
and i sought	2
because he was	2
to believe the	2
they strive to	2
themselves up against	2
they are urged	2
to the praise	2
my past sins	2
whereby i did	2
before was not	2
of thy just	2
robbery to be	2
what i could	2
to the unchangeable	2
being in space	2
lusteth against the	2
crown me with	2
be freed of	2
a new life	2
let him be	2
my heart i	2
ready for the	2
to do above	2
double to a	2
it we do	2
altogether are not	2
hand of my	2
a human being	2
the same word	2
whereas a happy	2
what i knew	2
if he should	2
and if any	2
understood by those	2
to the yoke	2
those years i	2
what he findeth	2
had found the	2
of our friendship	2
words i uttered	2
we are to	2
it were to	2
with an admirable	2
and made me	2
what before he	2
so then i	2
all things fair	2
further and further	2
both see that	2
shall say to	2
better than these	2
handled it not	2
and i have	2
from thee to	2
house of the	2
heart of thy	2
of man are	2
with the senses	2
shall the one	2
all that thou	2
be clothed upon	2
for my sins	2
crooked ways in	2
to the catholic	2
thy faithful one	2
that thou dost	2
another he would	2
but i say	2
they who believed	2
these thoughts i	2
i sinned in	2
conformed to this	2
the corpse was	2
the day is	2
to thy yoke	2
so great and	2
soul may live	2
is sufficient for	2
for of a	2
from myself i	2
as betwixt the	2
of the just	2
this is a	2
if i could	2
will not believe	2
what i shall	2
all the treasures	2
learned in whatsoever	2
made by the	2
souls and bodies	2
do what we	2
them is not	2
was comprehended under	2
so it might	2
who made these	2
and whence should	2
earth that i	2
subjected to thee	2
which was eminent	2
but to know	2
to think of	2
and darkness upon	2
young men and	2
am i to	2
discovered to her	2
are hidden from	2
let him confess	2
thy only begotten	2
their own places	2
the feelings of	2
in the bitterness	2
in that the	2
them from the	2
have treasure in	2
into the same	2
also unto thee	2
were fain to	2
we know not	2
subjoined in the	2
i contend not	2
who should say	2
why do ye	2
for the present	2
hast thou not	2
in me that	2
to deal with	2
that which god	2
whose presence i	2
the whole body	2
could not discern	2
felt to be	2
matter of heaven	2
things i then	2
what by thy	2
over which it	2
to us all	2
i am the	2
of the tongue	2
punished by those	2
and to thee	2
and all thy	2
other things which	2
am poor and	2
we were sitting	2
sixteenth year of	2
though she had	2
the bier of	2
what did god	2
then that he	2
what did it	2
if she now	2
he may please	2
and that they	2
when we were	2
he is loved	2
fruit of a	2
in my chest	2
and the joy	2
if not in	2
do i remember	2
servant of thine	2
which my mother	2
unable to conceive	2
a lust of	2
the prayers of	2
or to come	2
i call upon	2
in thy ears	2
the time was	2
the feeling of	2
doctrine of piety	2
to and fro	2
the fruit of	2
to be written	2
in this way	2
soul praise thee	2
but because thy	2
is the cause	2
they be not	2
in my ears	2
i cannot measure	2
i should find	2
which did not	2
then was my	2
such as it	2
gold and silver	2
skilled in the	2
place is there	2
in the theatre	2
than to be	2
after the example	2
to which it	2
to find out	2
at a certain	2
by thy apostle	2
not this way	2
of my feelings	2
of thine only	2
number the stars	2
in all its	2
i kept not	2
let us now	2
to the corruptible	2
they shall no	2
do i here	2
image of him	2
say that i	2
who would be	2
least of thy	2
maketh intercession to	2
the whole corporeal	2
and altogether very	2
of which this	2
in whatever way	2
right hand upheld	2
desire with good	2
it willeth not	2
as unto carnal	2
but that wisdom	2
that wherein i	2
was not as	2
not altogether nothing	2
in love with	2
ye love vanity	2
so much a	2
and become a	2
thy word was	2
i observed a	2
if they could	2
i should confess	2
the memory still	2
all things good	2
a spiritual substance	2
and if there	2
because it also	2
were in thee	2
be made manifest	2
thing in his	2
was at that	2
did it profit	2
but the fruit	2
he had in	2
cannot be without	2
a kind of	2
in myself i	2
let him who	2
in those days	2
that the more	2
then dost thou	2
was no light	2
be above the	2
thou have the	2
but with what	2
not by art	2
they search out	2
but is it	2
that order which	2
the order of	2
tossed up and	2
the lesser light	2
joy of a	2
to be corrupted	2
for should i	2
was borne over	2
which are behind	2
equal unto thee	2
but now when	2
we do measure	2
these inferior things	2
to the house	2
i did love	2
that is long	2
this only i	2
certain vain and	2
received from the	2
hast had compassion	2
alypius and nebridius	2
and having been	2
whether spiritual or	2
i sought whence	2
soever we have	2
changes of times	2
to that man	2
the other things	2
this so great	2
the madness of	2
for the steps	2
my heart to	2
is it written	2
the matter whereof	2
do i then	2
of the several	2
those things be	2
thee for my	2
and stood aghast	2
be equal with	2
nor did he	2
already a christian	2
of the fulness	2
while i was	2
teachest is to	2
believing in thee	2
sawest every thing	2
in the mire	2
and yet there	2
hath it no	2
had grown up	2
but as yet	2
things mentally conceived	2
the relation of	2
not suffer me	2
the likeness of	2
all good things	2
though i would	2
the mountains and	2
to take pleasure	2
to seem wise	2
how high art	2
at the end	2
they were spoken	2
who do not	2
and full of	2
because i could	2
as it happens	2
i would hear	2
of a new	2
it received the	2
to have said	2
have heard the	2
by means of	2
when i understood	2
in the end	2
what they will	2
the sins of	2
to think on	2
a perfect man	2
and those things	2
body is moved	2
made the heaven	2
it were at	2
but the living	2
this thou didst	2
be signified by	2
although these things	2
of the unity	2
not done it	2
let thy ministers	2
what means this	2
me at the	2
for though he	2
thy years fail	2
state i am	2
they that know	2
be found out	2
into a far	2
nor hath it	2
which it containeth	2
have compassion on	2
in thy discourses	2
the mind hath	2
some of the	2
who had now	2
by the sword	2
wherein is my	2
beautiful and comely	2
to express my	2
or was it	2
him that made	2
i handled it	2
they by any	2
for so i	2
i yet am	2
is present with	2
of this scripture	2
wished to have	2
for we have	2
before i learned	2
didst deal with	2
body which is	2
i had settled	2
the more miserable	2
the present time	2
nor could he	2
and thy right	2
of that chaste	2
the night is	2
they call the	2
enter into me	2
to have twice	2
what they would	2
ways in the	2
of his heart	2
that the motions	2
it will not	2
them to the	2
with a loud	2
said to myself	2
whether they would	2
not those only	2
might live in	2
me not to	2
the beauty of	2
have told me	2
as unto spiritual	2
value it is	2
and whence do	2
god is eternal	2
is this but	2
that through the	2
it is reproved	2
something like to	2
dear to him	2
in one place	2
that moses meant	2
for there was	2
would fain know	2
the birdlime of	2
the absence of	2
fast for ever	2
will seek thee	2
for my punishment	2
as it moved	2
not a soul	2
which thou alone	2
when they shall	2
and brought them	2
my confessions and	2
for those first	2
in the land	2
were not obeyed	2
so many days	2
when i should	2
ought i to	2
her in the	2
and so is	2
in that order	2
an incorruptible substance	2
us of god	2
and their words	2
thou hast established	2
is above our	2
in thy son	2
as she was	2
hath more hold	2
having been admitted	2
he is thy	2
much as they	2
the rudiments of	2
think that he	2
was no time	2
because i had	2
there also they	2
even those things	2
it is long	2
and of thy	2
is given to	2
to our church	2
and i wandered	2
thou heldest thy	2
a time to	2
the good and	2
about to repeat	2
out of another	2
shall then be	2
am not he	2
and their foolish	2
what should we	2
not been faithful	2
nor doth he	2
he murder the	2
man which is	2
are full of	2
resolution and purpose	2
and that is	2
be allowed to	2
thou give it	2
in thy mercy	2
come out of	2
to the people	2
would tell me	2
whither i had	2
other than this	2
of those whom	2
of him should	2
art mindful of	2
and that of	2
do the heaven	2
hearing of the	2
with a most	2
so great authority	2
seek their own	2
the tenets of	2
thee of themselves	2
as yet unformed	2
what hath he	2
the rest being	2
in the heart	2
to receive it	2
i bring it	2
the matter was	2
speaketh unto us	2
depart from thee	2
and more certain	2
to the lord	2
because out of	2
i remember not	2
the sounds of	2
understand in the	2
the same answer	2
i hate to	2
if they eat	2
before thee in	2
those which we	2
the water of	2
i will to	2
fear of the	2
not only in	2
for he that	2
thee it was	2
or the spiritual	2
this was to	2
that thou the	2
form to become	2
body might be	2
thou see in	2
i pour out	2
these things with	2
the appetite of	2
then so many	2
whom we are	2
the uncleanness of	2
they did not	2
law of the	2
to tell me	2
that created him	2
what i wished	2
an angel of	2
by a sweet	2
if it sounded	2
hated to be	2
as are not	2
but if he	2
that we have	2
to the body	2
away with all	2
god make the	2
unto thee and	2
had such a	2
between water and	2
the beginning thou	2
will show us	2
that hath life	2
by all men	2
who observed it	2
i believed of	2
know of myself	2
was my sin	2
for i do	2
as he can	2
in my inmost	2
whence should i	2
which fail not	2
she returns to	2
avenue of the	2
the workmaster of	2
was not ashamed	2
are clearly seen	2
shall praise him	2
he went on	2
so was it	2
because as yet	2
affections of the	2
forced to learn	2
since they would	2
them with a	2
the floods of	2
thy younger son	2
given by the	2
bitterness of sorrow	2
should be equal	2
in whose presence	2
because in the	2
could be long	2
to have seen	2
fishes and whales	2
from the house	2
my bonds in	2
neck to thy	2
and no where	2
that i yet	2
and yet did	2
the same confidence	2
in such sort	2
what i stole	2
and this hast	2
in me what	2
i then thought	2
had now begun	2
his own voice	2
the fowls that	2
are to come	2
see in time	2
all its parts	2
which by the	2
also had i	2
is no variableness	2
and sober widow	2
to receive a	2
is not all	2
be it from	2
let them walk	2
that deep pit	2
art my god	2
to believe him	2
together with the	2
which are to	2
as of a	2
for as yet	2
which is from	2
was pleased to	2
may call on	2
what fruit i	2
who can recount	2
and thou knowest	2
spiritual and carnal	2
i in my	2
suppose to be	2
shall all be	2
and on which	2
feared to die	2
it will be	2
with my whole	2
wilt have compassion	2
and through my	2
with the eyes	2
even then i	2
follow the lord	2
for he departed	2
this very thing	2
of the sons	2
which is written	2
i was doing	2
motion of the	2
having forsaken thee	2
is not any	2
and divided from	2
found in the	2
these very sins	2
who can measure	2
altogether very good	2
what then could	2
that he may	2
with all things	2
were nothing for	2
with me to	2
who was to	2
thus was i	2
cast them forth	2
to make heaven	2
i was grieved	2
moon and the	2
that the dry	2
thy years are	2
without any succession	2
not even the	2
we joined with	2
as he will	2
such things as	2
good of my	2
senses of my	2
cause that they	2
years fail not	2
sight of my	2
was grieved that	2
not all things	2
as i did	2
being filled with	2
thought it not	2
cause of my	2
in the first	2
some great one	2
sought whence is	2
by the countenance	2
i found it	2
but thou didst	2
spirit was borne	2
and thy judgments	2
not remember it	2
for all things	2
remember to have	2
to the eyes	2
coming of this	2
knowledge of that	2
what i conceive	2
just so much	2
which god made	2
all things be	2
that that is	2
and for myself	2
but deliveredst him	2
live unto thee	2
in thy holy	2
that life which	2
for the very	2
hand upheld me	2
but to do	2
pass beyond this	2
is not that	2
in a way	2
this we were	2
i had learned	2
i am about	2
give thanks to	2
were not yet	2
for a happy	2
all which i	2
her in thy	2
of our mind	2
is there in	2
are very good	2
at my own	2
the rest are	2
come from the	2
as i know	2
heard from me	2
of authority to	2
be gathered together	2
the waters bring	2
i any thing	2
of this faustus	2
both in the	2
another the gift	2
speaketh a lie	2
of their own	2
out of those	2
to become a	2
to discover thee	2
that they could	2
as an infant	2
and then had	2
had been in	2
or could not	2
not my god	2
of this kind	2
a great one	2
that receiveth a	2
and hadst thou	2
from that moment	2
for i cannot	2
nothing at all	2
the rest of	2
it while it	2
give me what	2
what they have	2
which thou calledst	2
thou teachest is	2
against the law	2
to the circus	2
from thy face	2
that the body	2
by my tongue	2
though he know	2
in the liberal	2
i had thought	2
be the like	2
things very good	2
others which i	2
who made me	2
and crown me	2
which i sought	2
then hadst thou	2
of all that	2
the odour of	2
i thought on	2
i so much	2
it be so	2
with every wind	2
chewing the cud	2
should i know	2
i then love	2
made up of	2
not in all	2
to which nothing	2
i became a	2
believed thy books	2
me to give	2
unto thee in	2
in the holy	2
truth it was	2
in the singular	2
have learned in	2
the true joy	2
unto thy word	2
the very purest	2
not their images	2
of the sound	2
meaning of thy	2
to live in	2
it was finished	2
which hath no	2
and that in	2
not the things	2
and corporeal creature	2
i speak and	2
but a long	2
things are passed	2
of man is	2
mercy on whom	2
and therefore i	2
of that deep	2
therefore did i	2
the fury of	2
i have sought	2
which thou makest	2
let him alone	2
time and place	2
this corporeal heaven	2
those first lessons	2
i remember to	2
a man by	2
can be long	2
be multiplied upon	2
me before my	2
though without form	2
also with a	2
eminence of authority	2
change and vary	2
he is god	2
he judgeth all	2
man upon earth	2
nor is he	2
in the faith	2
on a time	2
for this is	2
to believe thee	2
to me knocking	2
it that which	2
which is now	2
it that i	2
a dispenser of	2
looking into the	2
that others may	2
in the words	2
that of a	2
know it not	2
they must be	2
which they call	2
the corporeal though	2
hast thou loved	2
them with thy	2
i lay in	2
thee for me	2
because i am	2
it became light	2
mother of my	2
dignity of the	2
end do we	2
if both be	2
thou loved us	2
ministry of the	2
this thing now	2
the man of	2
in memory of	2
know all at	2
sparedst not thine	2
compassion upon me	2
swallowed up in	2
which thou createdst	2
that a body	2
him who made	2
is said to	2
upon hearing this	2
didst use for	2
as being a	2
if the first	2
art the creator	2
what manner of	2
be pleased with	2
in things not	2
such a mother	2
of them to	2
such as to	2
after the rudiments	2
the chamber of	2
can we say	2
things be made	2
in my own	2
thou hast said	2
led to the	2
drew him thither	2
signified by the	2
is that heaven	2
the eternal creator	2
the sun to	2
concupiscence of the	2
sound is not	2
is it then	2
search out this	2
compassion on whom	2
if i did	2
therefore didst thou	2
me to learn	2
any thing which	2
be equal to	2
whom in thy	2
we were fain	2
to be signified	2
i should remember	2
my inner man	2
and thy good	2
to dwell in	2
to east again	2
who had not	2
up in victory	2
who had for	2
out of its	2
i know it	2
to be kept	2
these things were	2
when she had	2
there is not	2
pluck them out	2
how to conceive	2
sounded and passed	2
told me also	2
and by how	2
before thou madest	2
is borne above	2
and so he	2
for this he	2
position of the	2
he is my	2
begged of thee	2
it in their	2
was a certain	2
of carnal pleasures	2
the best of	2
nor did the	2
they so receive	2
the little ones	2
he is jealous	2
saith unto thee	2
who is to	2
cleave to thee	2
were not to	2
then is not	2
that moment shall	2
that i said	2
a vision discover	2
who will show	2
o my lord	2
i had in	2
yet thou art	2
any time was	2
earth all trial	2
came to me	2
of the astrologers	2
had read in	2
yet i measure	2
all these are	2
who shall comprehend	2
i to seek	2
doth the soul	2
judgeth all things	2
the examples of	2
governor of the	2
now i much	2
yet unable to	2
to believe god	2
and sought it	2
was it with	2
that those things	2
these things is	2
no less than	2
is wont to	2
in the body	2
other than the	2
coeternal unto thee	2
i remember them	2
and thy righteousness	2
was tossed about	2
life of this	2
and these things	2
me in the	2
which had been	2
though i did	2
knowledge of him	2
ever finding truth	2
from thee what	2
but in what	2
have not as	2
minister of thy	2
it hath sounded	2
was on fire	2
the example of	2
i was delighted	2
small a space	2
on the way	2
moon and stars	2
and the spirit	2
me also to	2
for he verily	2
to will was	2
and governor of	2
whence and whither	2
of the laws	2
to say in	2
the earth should	2
to be after	2
how to abound	2
thy faithful ones	2
may be perceived	2
together into one	2
is most certain	2
words of his	2
for us to	2
thee thy mercies	2
image of god	2
every thing that	2
come to our	2
in the love	2
yet are the	2
for any good	2
and began to	2
that so there	2
this present life	2
unto the fishes	2
thou hast not	2
see that to	2
at thy altar	2
command it to	2
not the image	2
as thy law	2
should be in	2
the very things	2
in me there	2
to be coeternal	2
to the changeable	2
wondered that i	2
to be myself	2
father and mother	2
and i asked	2
to lay down	2
he was being	2
for a sound	2
feed the wind	2
not of itself	2
up against thee	2
without my knowing	2
made any creature	2
as they had	2
hadst not as	2
nor can it	2
the limits of	2
which they were	2
to me than	2
way to pass	2
any sense of	2
why then doth	2
be that which	2
i might cleave	2
in his hand	2
which is created	2
to look on	2
or such as	2
morning i shall	2
thought could not	2
not my mind	2
went about to	2
not readily to	2
there is yet	2
circuit from east	2
it stood still	2
is it i	2
fear of losing	2
is the power	2
was now in	2
earth were made	2
have been some	2
is this monstrousness	2
by which to	2
was the day	2
not in me	2
find what that	2
it in the	2
of that which	2
from the sight	2
ordered by the	2
a blessed life	2
temptations of the	2
to behold thy	2
did i weep	2
to thee with	2
held back by	2
which they number	2
matter out of	2
which we might	2
stand in thy	2
unto him that	2
to be my	2
woe was me	2
yet in the	2
not begin to	2
as among the	2
i saw the	2
and his soul	2
from the power	2
they have not	2
to be even	2
having the word	2
for what they	2
than that which	2
was it which	2
and the tree	2
by our mother	2
and are good	2
not in his	2
the soul that	2
and is found	2
the vicissitudes of	2
and i looked	2
they flourished again	2
himself to be	2
have been the	2
thee is nothing	2
and for the	2
thus doth the	2
and by an	2
it done now	2
unchangeableness of thy	2
not speak unto	2
i name the	2
the darkness upon	2
the object of	2
what is true	2
the heavens and	2
mutable thing is	2
for this reason	2
for so should	2
word they were	2
the current month	2
that they so	2
us in thy	2
object of sense	2
not far from	2
these and the	2
of our neighbour	2
almighty and good	2
who made all	2
years are one	2
for which he	2
mouth of god	2
been faithful in	2
things are true	2
by thy eternal	2
was the same	2
for me that	2
in thee doth	2
not so wonderful	2
many things of	2
my good deeds	2
but in my	2
jesus christ our	2
to thee do	2
error of the	2
it was created	2
when they hold	2
pure and untainted	2
whether they abide	2
nothing can be	2
the company of	2
to those things	2
thing in the	2
that under the	2
sometimes in that	2
to turn and	2
we are thy	2
whatsoever was not	2
what to say	2
of my life	2
way dost thou	2
dost thou make	2
though as yet	2
i love in	2
we find no	2
brought up in	2
to things which	2
disease of the	2
i seek thee	2
be considered and	2
it prejudice me	2
her parents to	2
of the tune	2
thy eternal word	2
set forth by	2
the sounds are	2
it were said	2
not see them	2
upon earth all	2
if so be	2
all things beautiful	2
to come be	2
the thoughts of	2
and wilt have	2
the walls of	2
a joy to	2
none of them	2
as if thou	2
i spake the	2
of spaces of	2
to make his	2
will be long	2
spiritual or corporeal	2
to be judged	2
shalt light my	2
are thy works	2
for in thy	2
to one another	2
thou hast had	2
it that thou	2
bounded in thee	2
was to me	2
did not well	2
to the holy	2
beginning from the	2
it in its	2
they seemed to	2
to little ones	2
to thine ears	2
and the mighty	2
delighted with that	2
particle of thy	2
and at once	2
some of those	2
that my mind	2
than as being	2
not command entirely	2
grace i ascribe	2
that he knew	2
for every one	2
above that which	2
through the flesh	2
i heard that	2
thou sufferedst me	2
how in the	2
of one day	2
made a christian	2
and by his	2
of which was	2
of the psalm	2
the man christ	2
sounding in time	2
christ i beseech	2
all sides by	2
what i do	2
tells me in	2
unless thou give	2
those whom they	2
saw thy invisible	2
they who know	2
they were there	2
of a holy	2
deeds of violence	2
moment wherein i	2
they are portions	2
know all things	2
spirit of truth	2
me also with	2
of those toys	2
our god is	2
young man of	2
in our own	2
with the inferior	2
of the eye	2
not of this	2
cast themselves upon	2
over and above	2
whence i might	2
to be clothed	2
holy ghost which	2
are not able	2
that thing anon	2
the modesty of	2
mercy on me	2
which now are	2
we return to	2
he hath in	2
then is the	2
i thy servant	2
the beasts of	2
a thing not	2
there he liveth	2
perceived by the	2
there is none	2
to despise and	2
i thought could	2
formlessness of matter	2
standing by her	2
when i will	2
had fallen into	2
against the customs	2
me by thy	2
it with the	2
it was past	2
thou hadst created	2
by her parents	2
they fall not	2
were not even	2
from the din	2
there found i	2
