verb	frequency
damp	1
damaged	1
"dam,""--cried"	1
dam	1
dallied	1
cymballing	1
cymballed	1
cussed	1
cushioned	1
curving	1
curvetting	1
curves	1
cured	1
cultivated	1
cultivate	1
crystallized	1
crutch	1
cruppered	1
crumpled	1
cruised	1
crucified	1
crowning	1
crowds	1
crow	1
crosses	1
cripple	1
crimsoned	1
cried:--	1
cried--	1
crested	1
crept	1
creeps	1
creating	1
creates	1
create	1
creamed	1
creaking	1
craziness	1
craven	1
crave	1
crashing	1
crammed	1
cradled	1
crackled	1
cozening	1
courting	1
couple	1
counterbalanced	1
counterbalance	1
counteracting	1
counteracted	1
could;--in	1
couch	1
cost	1
corroborated	1
correspond	1
corkscrewed	1
copying	1
copy	1
cooling	1
cook;--here	1
cook!--sail	1
convince	1
convey	1
convalescing	1
controverted	1
controls	1
controlling	1
contrive	1
contributes	1
contributed	1
contradicted	1
contradict	1
contenting	1
contented	1
contending	1
contended	1
contemplating	1
consulting	1
consulted	1
consult	1
construct	1
constrain	1
constituting	1
conspired	1
conspire	1
consort	1
consign	1
consecrating	1
connect	1
conjures	1
conjured	1
"conjure""--here"	1
congregate	1
congratulate	1
congealed	1
congeal	1
confronted	1
confounds	1
confounding	1
confound	1
confining	1
confine	1
confiding	1
confessed	1
conducting	1
concurring	1
concurred	1
concocts	1
conciliating	1
concern	1
concentred	1
concentrating	1
concentrate	1
conceives	1
conceded	1
comrades	1
comrade	1
computed	1
compress	1
compounded	1
compose	1
comported	1
comply	1
complimented	1
complicated	1
completing	1
complete	1
complained	1
complain	1
compiled	1
compile	1
compensated	1
companied	1
compacted	1
communing	1
communicated	1
committed	1
commended	1
commend	1
comforting	1
comforted	1
comfort	1
combed	1
colt	1
coloring	1
collecting	1
collect	1
collated	1
collaring	1
collared	1
coined	1
coils	1
coil	1
cohered	1
cogged	1
coffined	1
coffin	1
coercing	1
cod	1
coax	1
coated	1
coasting	1
clustering	1
clumped	1
clove	1
clotting	1
clothe	1
closes	1
cloistered	1
cloaked	1
clings	1
clingest	1
climes	1
climbs	1
climbed	1
clenching	1
clenched	1
cleanse	1
classify	1
classed	1
clasped	1
clashing	1
clapt	1
claps	1
clamped	1
clamber	1
clad	1
civilized	1
cite	1
circumventing	1
circumstanced	1
circumspect	1
circumnavigated	1
circumambulate	1
circulating	1
circulate	1
circled	1
cindered	1
chucks	1
chuckled	1
christened	1
chose	1
choke	1
chipping	1
chipped	1
chimed	1
chilled	1
chewing	1
chested	1
cherrying	1
cherishing	1
cheered	1
cheeked	1
checkered	1
check	1
chattering	1
chases	1
chartering	1
charter	1
charms	1
charing	1
charging	1
charges	1
characterized	1
chances	1
champed	1
challenge	1
chalking	1
chafed	1
celled	1
ceasing	1
caved	1
cave	1
caulked	1
catched	1
catarrhs	1
catalogue	1
cashier	1
cascading	1
carpenter	1
caressed	1
caress	1
cares	1
careens	1
careening	1
capturing	1
captain	1
capsize	1
capping	1
cape	1
cannibal	1
cakes	1
cajoling	1
cabled	1
buttressed	1
button	1
buttered	1
butter	1
busying	1
bustles	1
burnished	1
burnish	1
bungle	1
bunched	1
bumps	1
bumping	1
bumped	1
bully	1
bullies,--take	1
bullied	1
bulge	1
building	1
budged	1
buckling	1
buckle	1
bubbled	1
brush	1
bruited	1
bruised	1
browsing	1
browed	1
broiling	1
bristling	1
brindled	1
bright	1
bridle	1
brew	1
bress	1
breedeth	1
breeching	1
breasted	1
breast	1
breakfasting	1
breaching	1
breach	1
brained	1
braiding	1
braced	1
boy!--but	1
box	1
bowstring	1
bows	1
bowl;--taking	1
bowl	1
bounded	1
bouncing	1
bounced	1
bought	1
bottomed	1
bottom	1
bottling	1
bottled	1
borrowing	1
borrow	1
bored	1
bordering	1
bordered	1
booting	1
booms	1
boomed	1
bolts	1
bolting	1
bobbing	1
bobbed	1
boasts	1
boasting	1
boarding	1
blush	1
blurred	1
blundering	1
blubbering	1
blows!--right	1
blotting	1
blotted	1
bloom	1
blistered	1
blister	1
blinds	1
blinded	1
blind	1
blighted	1
bleeds	1
bleed	1
blazed	1
blasting	1
blanched	1
bladed	1
blacksmiths	1
blackened	1
blackberrying	1
billeted	1
billed	1
bidding	1
bidden	1
bewitched	1
bewildering	1
bevy	1
betoken	1
betakes	1
betaken	1
bet	1
bestows	1
bestirring	1
bespeak	1
bespattering	1
besooted	1
besmoked	1
besieged	1
beset	1
beseech	1
bequeathed	1
bepatched	1
bended	1
bellied	1
belled	1
belike	1
believing	1
belayed	1
belated	1
bejuggled	1
behooves	1
beholds	1
behead	1
begrimed	1
begotten	1
begging	1
begets	1
befriending	1
befriended	1
bedraggled	1
bedevilling	1
bedeadened	1
bedarned	1
beckoned	1
becharmed	1
beamed	1
beaching	1
beached	1
be!--missing?--quick	1
bawl	1
baulks	1
battled	1
battened	1
batten	1
bathing	1
bathe	1
basketed	1
basket	1
bask	1
base	1
bartering	1
bartered	1
barred	1
barbecue	1
barbacued	1
bantering	1
banned	1
banked	1
banished	1
banding	1
bandied	1
banded	1
bamboozle	1
baling	1
baked	1
bagging	1
bagged	1
baffle	1
backs	1
back).--under	1
awestruck	1
away!--this	1
awarded	1
awaken	1
await	1
avers	1
averages	1
availle	1
availing	1
avail	1
authorized	1
authenticated	1
augmented	1
attuned	1
attract	1
attenuated	1
attends	1
attains	1
attaching	1
athirst	1
assuring	1
assumes	1
assuaging	1
associated	1
assisting	1
assigns	1
assaulted	1
assails	1
assailing	1
assailed	1
assail	1
ascertaining	1
ascertained	1
ascend	1
arrives	1
arranging	1
arranged	1
arrange	1
armada	1
arching	1
arboring	1
approved	1
approve	1
appropriated	1
approaches	1
approach	1
apprise	1
apportioned	1
appoint	1
applying	1
append	1
appeals	1
antlered	1
anticipated	1
"answer--""well"	1
anon	1
anoints	1
announces	1
annihilating	1
animating	1
animate	1
analysed	1
analyse	1
amusing	1
amputating	1
amputated	1
amputate	1
amplify	1
amplified	1
amours	1
amounts	1
amounted	1
amend	1
amaze	1
alow	1
alluring	1
allaying	1
allay	1
alights	1
aleak	1
alarm	1
aint	1
aimed	1
aim	1
ails	1
agrees	1
agonized	1
aghast	1
aggrieved	1
aggregated	1
aggregate	1
aggravate	1
aged	1
agassiz	1
again.--oh	1
aft	1
afore	1
affronted	1
affrights	1
affrighted	1
afflicted	1
affixed	1
affirms	1
affirm	1
affecting	1
aerated	1
advised	1
advertised	1
advert	1
adorning	1
adorned	1
adoring	1
adopting	1
adopt	1
admonishing	1
admonish	1
administering	1
administered	1
adjusting	1
adjust	1
adds	1
"added--""come"	1
actuated	1
acts	1
acquiesced	1
acquiesce	1
acknowledging	1
acknowledges	1
achieve	1
ached	1
accustomed	1
accumulating	1
accumulate	1
accounting	1
accomplishing	1
accomplish	1
accompanies	1
accommodated	1
accept	1
accelerated	1
abstracted	1
abstained	1
abounded	1
abound	1
abominated	1
abominate	1
abided	1
abhorring	1
abhorred	1
abbreviate	1
abate	1
abashed	1
--taking	1
--holding	1
--glancing	1
--drawing	1
